seq,feed_to_engine_ns,decision_ns,total_ns
1497,602845,32,116
1498,603027,33,117
1499,602913,34,102
1500,603064,32,130
1501,603237,39,98
1502,603380,32,102
1503,603624,32,117
1504,603806,33,125
1505,604071,33,217
1506,604332,33,100
1507,604478,32,129
1508,604654,33,117
1509,604821,31,100
1510,604972,32,102
1511,605131,31,110
1512,605386,31,107
1513,605660,30,150
1514,605951,32,128
1515,606126,33,117
1516,606397,32,126
1517,606568,32,98
1518,606709,33,117
1519,606875,32,116
1520,607143,32,100
1521,607217,32,99
1522,607366,32,113
1523,607519,31,110
1524,607677,31,100
1525,607828,32,116
1526,608092,31,126
1527,608365,32,132
1528,608630,32,101
1529,608898,32,129
1530,609208,32,122
1531,609468,32,121
1532,609686,32,98
1533,609833,31,114
1534,609993,32,100
1535,610149,31,114
1536,610398,31,97
1537,612050,50,155
1538,612233,31,109
1539,612498,30,115
1540,612768,62,153
1541,613056,32,120
1542,613198,33,132
1543,613461,36,123
1544,613613,30,115
1545,613761,31,134
1546,613926,31,115
1547,614205,31,114
1548,614432,32,104
1549,614701,31,117
1550,614864,33,113
1551,615018,32,118
1552,615183,32,131
1553,615367,32,101
1554,615516,31,117
1555,615676,31,111
1556,615832,31,107
1557,615992,31,109
1558,616248,31,129
1559,616418,31,96
1560,616558,32,108
1561,616422,31,115
1562,616688,32,134
1563,616959,32,98
1564,617226,31,124
1565,617393,31,116
1566,617551,30,116
1567,617713,31,123
1568,617882,31,121
1569,618043,31,112
1570,618206,32,101
1571,618349,32,118
1572,618508,32,124
1573,618777,32,132
1574,619043,33,117
1575,619128,30,113
1576,619373,31,104
1577,619637,32,118
1578,619900,32,134
1579,620206,32,127
1580,620373,30,143
1581,620694,31,113
1582,620961,32,101
1583,621033,30,115
1584,621207,31,100
1585,621352,31,105
1586,621501,31,104
1587,621655,32,107
1588,621908,31,110
1589,622063,32,107
1590,622211,33,119
1591,622380,32,105
1592,622635,31,110
1593,622918,31,120
1594,623202,30,108
1595,623465,31,124
1596,623631,31,121
1597,623793,32,123
1598,623965,31,115
1599,624121,30,125
1600,624285,32,125
1601,624451,30,108
1602,624591,30,114
1603,624635,134,1599
1604,626265,74,262
1605,626363,30,111
1606,626534,31,268
1607,626845,32,105
1608,627008,33,136
1609,627182,29,99
1610,627316,32,118
1611,627590,32,114
1612,627800,29,118
1613,628065,32,128
1614,628237,30,152
1615,628453,29,118
1616,628640,28,122
1617,628823,31,119
1618,629072,31,128
1619,629383,33,110
1620,629543,33,142
1621,629759,30,102
1622,629907,28,101
1623,629775,32,107
1624,629927,30,266
1625,630238,28,111
1626,630500,28,120
1627,630665,27,100
1628,630812,29,97
1629,630960,28,114
1630,631225,32,123
1631,631481,29,120
1632,631647,28,161
1633,631870,31,111
1634,632126,28,113
1635,632393,29,108
1636,632545,31,106
1637,632696,27,138
1638,632880,28,101
1639,633140,29,172
1640,633444,27,114
1641,633709,28,106
1642,633970,28,103
1643,634119,28,143
1644,634338,31,131
1645,634642,32,159
1646,634939,27,128
1647,635203,32,110
1648,635283,27,113
1649,635465,31,130
1650,635733,29,138
1651,636005,29,100
1652,636269,28,109
1653,636429,37,126
1654,636695,30,110
1655,636855,31,129
1656,637018,31,109
1657,637172,36,204
1658,637420,35,118
1659,637692,31,111
1660,637948,30,104
1661,638097,32,120
1662,638259,31,207
1663,638507,36,126
1664,638678,47,173
1665,640501,39,117
1666,640777,36,149
1667,640963,32,129
1668,641218,62,137
1669,641403,32,120
1670,641571,31,109
1671,641715,32,159
1672,641842,35,244
1673,642044,36,121
1674,642214,31,115
1675,642282,33,122
1676,642445,32,116
1677,642607,36,119
1678,642778,32,185
1679,643009,30,104
1680,643272,31,105
1681,643528,31,105
1682,643681,30,117
1683,643843,32,129
1684,644016,34,140
1685,644324,37,243
1686,644326,31,119
1687,644592,31,116
1688,644867,30,165
1689,645169,31,100
1690,645444,31,112
1691,645706,32,123
1692,645983,39,109
1693,646255,32,101
1694,646523,31,127
1695,646692,32,124
1696,646870,31,97
1697,647012,31,122
1698,647182,36,116
1699,647443,32,120
1700,647610,31,128
1701,647874,32,125
1702,648043,31,119
1703,648210,31,99
1704,648359,32,116
1705,648522,32,118
1706,648785,32,189
1707,649020,31,100
1708,649269,32,119
1709,649433,32,124
1710,649599,32,114
1711,649759,31,144
1712,649971,31,110
1713,650147,36,134
1714,650324,32,115
1715,650593,32,123
1716,650864,31,107
1717,651010,36,126
1718,651181,31,109
1719,651332,33,114
1720,651500,31,142
1721,651772,31,122
1722,652030,31,98
1723,652170,30,98
1724,652326,31,221
1725,652592,33,126
1726,652861,30,126
1727,653131,124,1664
1728,654848,31,120
1729,654909,32,126
1730,654859,33,157
1731,654977,29,125
1732,655154,67,141
1733,655261,31,179
1734,655410,29,161
1735,655616,33,101
1736,655756,30,123
1737,655920,28,105
1738,656072,31,126
1739,656117,31,148
1740,656325,32,115
1741,656457,32,109
1742,656709,29,114
1743,656865,31,145
1744,657187,27,91
1745,657247,31,106
1746,657424,32,114
1747,657604,29,111
1748,657605,31,146
1749,657887,33,129
1750,658057,28,118
1751,658320,28,115
1752,658480,29,116
1753,658643,28,101
1754,658788,32,188
1755,659024,32,126
1756,659291,33,108
1757,659551,28,97
1758,659801,29,104
1759,659950,28,118
1760,660112,28,96
1761,660256,28,116
1762,660420,27,121
1763,660678,33,216
1764,660947,28,109
1765,661204,32,151
1766,661415,27,110
1767,661677,29,120
1768,661955,31,118
1769,662236,28,126
1770,662513,27,103
1771,662777,33,286
1772,663110,31,119
1773,663363,27,100
1774,663518,31,137
1775,663786,28,109
1776,663939,28,99
1777,664082,36,128
1778,664265,36,110
1779,664526,36,119
1780,664803,37,116
1781,665070,35,114
1782,665222,31,118
1783,665391,36,112
1784,665556,32,106
1785,665794,32,100
1786,665938,35,115
1787,666098,30,113
1788,666242,31,126
1789,666418,31,104
1790,666566,33,102
1791,666720,30,156
1792,666926,31,113
1793,668836,31,162
1794,669121,40,188
1795,669340,30,108
1796,669608,80,183
1797,669919,35,143
1798,670120,32,107
1799,670315,36,125
1800,670378,37,180
1801,670596,30,100
1802,670738,31,104
1803,670887,31,111
1804,671101,32,114
1805,671185,31,105
1806,671258,36,130
1807,671433,31,114
1808,671589,32,128
1809,671764,36,106
1810,671917,33,114
1811,671776,31,114
1812,671933,31,120
1813,672101,32,126
1814,672370,31,252
1815,672669,36,135
1816,672977,30,127
1817,673243,31,141
1818,673519,30,104
1819,673664,33,147
1820,673858,32,120
1821,674024,33,132
1822,674195,31,127
1823,674368,126,1344
1824,675755,28,119
1825,676024,32,116
1826,676296,32,121
1827,676564,29,131
1828,676835,29,200
1829,677080,28,107
1830,677239,29,118
1831,677403,27,117
1832,677563,32,123
1833,677731,32,193
1834,677969,32,150
1835,678256,29,103
1836,678509,28,105
1837,678662,29,111
1838,678819,29,110
1839,678975,29,116
1840,679229,29,109
1841,679379,29,97
1842,679523,31,113
1843,679687,29,104
1844,679942,29,111
1845,680110,31,280
1846,680436,28,158
1847,680731,32,115
1848,680982,28,101
1849,681127,27,110
1850,681284,28,131
1851,681461,28,81
1852,681512,33,120
1853,681692,31,170
1854,681910,32,112
1855,682067,28,112
1856,682232,28,160
1857,682412,28,104
1858,682559,28,101
1859,682697,31,107
1860,682762,89,175
1861,682883,32,114
1862,683024,28,111
1863,683178,33,171
1864,683491,27,114
1865,683671,27,113
1866,683712,28,94
1867,683761,28,106
1868,683913,27,94
1869,684051,32,128
1870,684170,32,127
1871,684435,28,98
1872,684503,27,105
1873,684389,130,1587
1874,686022,33,134
1875,686291,28,95
1876,686339,27,119
1877,686518,28,113
1878,686781,32,125
1879,687044,32,132
1880,687346,27,109
1881,687611,32,111
1882,687890,27,106
1883,688170,28,117
1884,688432,32,152
1885,688640,28,108
1886,688894,31,114
1887,689152,29,97
1888,689217,29,94
1889,689355,32,160
1890,689576,28,148
1891,689860,31,150
1892,690152,31,114
1893,690414,27,104
1894,690683,29,118
1895,690848,28,101
1896,690999,28,116
1897,691162,29,103
1898,691312,30,134
1899,691497,28,114
1900,691654,28,122
1901,691824,33,118
1902,691984,29,106
1903,692131,32,120
1904,692298,28,107
1905,692553,27,180
1906,692778,27,120
1907,693028,28,116
1908,693185,28,102
1909,693335,28,106
1910,693411,28,116
1911,693574,31,120
1912,693846,29,111
1913,693999,31,111
1914,694158,28,104
1915,694309,27,107
1916,694478,27,113
1917,694732,27,108
1918,694990,27,97
1919,695133,28,154
1920,695333,32,210
1921,697475,28,124
1922,697586,30,108
1923,697751,32,107
1924,697933,67,153
1925,698049,32,98
1926,698177,32,97
1927,698322,30,114
1928,698334,31,101
1929,698589,33,129
1930,698667,32,123
1931,698838,31,135
1932,699024,33,105
1933,699153,32,115
1934,699286,31,126
1935,699265,37,120
1936,699529,36,116
1937,699799,36,128
1938,700081,38,117
1939,700351,31,123
1940,700618,32,105
1941,700695,32,113
1942,700873,35,112
1943,701129,32,103
1944,701273,31,108
1945,701432,32,102
1946,701687,32,118
1947,701853,32,91
1948,701987,33,107
1949,702120,32,118
1950,702382,31,90
1951,702443,31,103
1952,702592,31,113
1953,702753,32,110
1954,702904,35,105
1955,703052,31,112
1956,703213,31,209
1957,703464,32,120
1958,703631,32,121
1959,703796,32,96
1960,703937,36,130
1961,704107,31,102
1962,704365,34,148
1963,704595,36,132
1964,704786,36,163
1965,705088,31,108
1966,705352,35,105
1967,705608,31,118
1968,705771,30,115
1969,705931,35,146
1970,706135,31,109
1971,706397,31,105
1972,706549,31,109
1973,706702,31,107
1974,706853,31,106
1975,707011,30,110
1976,707257,32,113
1977,707415,31,115
1978,707578,32,121
1979,707743,32,97
1980,707886,32,116
1981,708047,35,129
1982,708148,32,95
1983,708384,36,101
1984,708638,32,118
1985,708900,32,99
1986,708954,31,112
1987,709119,32,103
1988,709369,66,150
1989,709566,30,97
1990,709813,32,102
1991,709955,30,120
1992,710125,32,107
1993,710384,31,97
1994,710451,32,114
1995,710625,31,113
1996,710788,33,113
1997,710950,31,137
1998,710964,31,136
1999,711240,32,115
2000,711515,33,1455
2001,713021,34,124
2002,713322,37,125
2003,713586,32,124
2004,713853,31,118
2005,714023,31,117
2006,714191,39,117
2007,714358,31,100
2008,714508,31,108
2009,714669,30,117
2010,714939,31,100
2011,715195,30,122
2012,715392,30,100
2013,715635,31,113
2014,715917,36,112
2015,716180,31,99
2016,716251,36,121
2017,716431,31,100
2018,716575,33,122
2019,716741,33,117
2020,717002,32,102
2021,717076,33,121
2022,717251,32,129
2023,717490,36,133
2024,717760,31,116
2025,718037,32,101
2026,718300,33,113
2027,718576,32,113
2028,718737,33,112
2029,718894,32,102
2030,719042,32,132
2031,719224,31,100
2032,719478,32,101
2033,719622,32,121
2034,719791,32,124
2035,720052,30,99
2036,720305,32,101
2037,720452,32,112
2038,720614,32,115
2039,720875,31,109
2040,721027,31,125
2041,721208,32,117
2042,721371,32,138
2043,721686,32,113
2044,721847,32,109
2045,722112,32,101
2046,722257,32,101
2047,722414,32,112
2048,722668,31,100
2049,724587,31,125
2050,724854,32,123
2051,725125,31,103
2052,725382,71,159
2053,725663,32,110
2054,725933,37,122
2055,726209,30,100
2056,726463,31,123
2057,726630,32,101
2058,726783,32,117
2059,726948,33,118
2060,726913,30,109
2061,727204,31,111
2062,727481,30,98
2063,727747,32,99
2064,728018,30,123
2065,728189,31,123
2066,728483,33,125
2067,728766,32,99
2068,728925,31,114
2069,729203,30,98
2070,729474,32,115
2071,729755,31,114
2072,730021,30,98
2073,730276,32,108
2074,730427,32,98
2075,730569,32,113
2076,730725,32,115
2077,730986,32,113
2078,731152,32,98
2079,731300,31,131
2080,731474,31,113
2081,731643,31,111
2082,731799,32,97
2083,731862,31,101
2084,732009,30,96
2085,732292,32,111
2086,732557,32,96
2087,732693,35,228
2088,732970,32,108
2089,733228,32,112
2090,733383,31,151
2091,733719,32,113
2092,733981,30,105
2093,734126,32,177
2094,734352,32,97
2095,734602,32,97
2096,734668,30,103
2097,734818,31,107
2098,734971,30,111
2099,735131,33,98
2100,735386,32,108
2101,735533,32,112
2102,735692,32,91
2103,735828,32,113
2104,735986,31,112
2105,736241,31,112
2106,736504,31,93
2107,736564,31,106
2108,736844,30,108
2109,737015,31,98
2110,737267,32,116
2111,737430,31,111
2112,737585,30,98
2113,737737,30,100
2114,737897,32,112
2115,738051,32,98
2116,738116,95,169
2117,738249,32,112
2118,738390,30,96
2119,738532,33,112
2120,738692,32,107
2121,738954,32,111
2122,739000,30,97
2123,738799,30,113
2124,738961,31,112
2125,739228,32,118
2126,739362,31,98
2127,739508,31,106
2128,739665,35,188
2129,739902,32,98
2130,740169,31,98
2131,740239,33,114
2132,740321,32,101
2133,740481,33,129
2134,740743,31,104
2135,741023,30,119
2136,741205,31,106
2137,741370,31,98
2138,741519,33,109
2139,741672,31,97
2140,741829,31,101
2141,742083,31,109
2142,742163,31,123
2143,742348,32,99
2144,742567,30,116
2145,742837,31,114
2146,743110,31,119
2147,743388,31,111
2148,743658,32,110
2149,743815,32,104
2150,743965,31,131
2151,744142,33,167
2152,744450,32,96
2153,744593,31,95
2154,744742,31,97
2155,744998,32,100
2156,745280,31,112
2157,745552,31,97
2158,745782,30,108
2159,746040,31,117
2160,746203,31,113
2161,746360,31,120
2162,746526,33,121
2163,746696,33,113
2164,746854,31,112
2165,747019,31,100
2166,747282,30,111
2167,747545,31,104
2168,747817,31,115
2169,748089,31,103
2170,748349,32,99
2171,748497,32,98
2172,748648,33,119
2173,748911,32,114
2174,748994,32,124
2175,749286,31,115
2176,749447,32,113
2177,751134,32,125
2178,751243,32,121
2179,751391,32,129
2180,751555,68,139
2181,751723,31,120
2182,751983,32,224
2183,752250,31,156
2184,752538,30,126
2185,752444,32,125
2186,752719,127,1942
2187,754600,35,190
2188,754843,31,118
2189,755104,33,111
2190,755188,32,119
2191,755367,28,104
2192,755527,33,163
2193,755829,33,115
2194,755983,29,112
2195,756138,27,104
2196,756286,28,108
2197,756451,32,138
2198,756635,31,106
2199,756786,32,120
2200,756955,29,109
2201,757112,33,117
2202,757277,31,96
2203,757417,32,109
2204,757574,28,96
2205,757826,28,95
2206,757968,32,116
2207,758125,27,105
2208,758380,29,114
2209,758535,28,105
2210,758685,28,160
2211,758905,28,94
2212,759154,31,121
2213,759320,28,109
2214,759474,31,120
2215,759605,29,105
2216,759867,28,103
2217,760125,28,114
2218,760283,32,127
2219,760456,31,122
2220,760633,29,106
2221,760781,28,111
2222,760935,28,101
2223,761198,28,115
2224,761455,31,116
2225,761617,28,104
2226,761770,28,97
2227,761917,28,128
2228,762179,28,125
2229,762457,28,105
2230,762714,28,110
2231,762873,31,156
2232,763166,32,321
2233,763539,29,120
2234,763705,29,111
2235,763865,33,172
2236,764087,133,1360
2237,765495,34,185
2238,765818,28,106
2239,765966,28,107
2240,766116,28,97
2241,766246,32,123
2242,766507,43,119
2243,766772,36,126
2244,766840,57,141
2245,767047,27,227
2246,767321,28,164
2247,767239,27,112
2248,767508,27,115
2249,767705,28,110
2250,767953,33,123
2251,768116,28,188
2252,768348,27,111
2253,768612,28,129
2254,768775,31,109
2255,768928,28,174
2256,769154,32,197
2257,769401,35,187
2258,769640,29,121
2259,769824,37,133
2260,770078,29,160
2261,772289,37,141
2262,772480,46,166
2263,772784,30,441
2264,773278,30,124
2265,773559,35,153
2266,773860,28,124
2267,774028,50,154
2268,774328,42,138
2269,774614,34,211
2270,774875,32,111
2271,775137,36,158
2272,775350,35,243
2273,775638,31,133
2274,775915,32,148
2275,776123,45,233
2276,776406,43,129
2277,776683,29,130
2278,776861,28,102
2279,777141,28,136
2280,777325,39,111
2281,777483,27,126
2282,777654,29,92
2283,777791,28,104
2284,777960,30,124
2285,778227,35,195
2286,778485,267,2552
2287,781088,34,162
2288,781228,35,142
2289,781515,36,122
2290,781784,29,117
2291,781948,45,167
2292,782169,37,102
2293,782426,34,140
2294,782617,32,134
2295,782898,33,139
2296,783090,29,146
2297,783287,27,107
2298,783463,34,124
2299,783643,28,132
2300,783916,34,178
2301,784234,29,105
2302,784386,28,88
2303,784443,27,106
2304,784682,28,256
2305,798286,29,138
2306,798389,28,126
2307,798540,27,127
2308,798585,80,151
2309,798854,28,98
2310,798809,28,113
2311,798869,28,93
2312,799006,27,110
2313,799053,29,113
2314,799301,32,128
2315,799472,32,125
2316,799744,28,97
2317,799981,28,106
2318,800129,32,167
2319,800352,28,108
2320,800611,27,129
2321,800894,28,138
2322,801187,32,138
2323,801391,27,104
2324,801678,28,121
2325,801944,28,114
2326,802207,29,106
2327,802362,29,103
2328,802616,29,147
2329,802828,28,140
2330,803017,27,120
2331,803288,28,116
2332,803520,27,101
2333,803758,28,116
2334,803917,28,108
2335,804066,28,113
2336,804226,36,110
2337,804485,37,125
2338,804656,32,124
2339,804827,35,121
2340,804993,31,128
2341,805171,36,104
2342,805325,35,118
2343,805485,35,102
2344,805637,31,106
2345,805879,37,103
2346,806027,32,101
2347,806180,33,142
2348,806366,31,125
2349,806531,32,115
2350,806694,31,98
2351,806843,32,97
2352,806999,32,115
2353,807084,33,99
2354,807154,32,99
2355,807304,32,98
2356,807447,32,108
2357,807602,32,192
2358,814072,40,249
2359,814372,32,178
2360,814671,36,142
2361,814951,32,120
2362,815214,31,102
2363,815364,32,118
2364,815530,33,100
2365,815671,30,103
2366,815826,37,105
2367,816087,35,123
2368,816298,30,128
2369,816467,33,160
2370,816625,31,127
2371,816697,33,98
2372,816472,117,212
2373,816733,39,122
2374,816813,30,115
2375,816937,35,122
2376,817103,30,97
2377,817240,31,113
2378,817395,32,106
2379,817474,30,95
2380,817727,31,119
2381,817891,30,123
2382,818059,30,96
2383,818209,31,96
2384,818351,31,119
2385,818516,31,97
2386,818775,31,102
2387,819050,38,103
2388,819284,31,97
2389,819424,31,98
2390,819565,31,120
2391,819731,31,185
2392,819965,32,111
2393,820125,32,123
2394,820296,31,99
2395,820562,30,115
2396,820821,31,100
2397,821065,30,96
2398,821202,32,116
2399,821363,30,118
2400,821528,31,98
2401,821667,30,124
2402,821834,31,116
2403,822094,31,124
2404,822256,31,102
2405,822405,32,141
2406,822691,33,110
2407,822949,31,110
2408,823104,33,126
2409,823373,32,100
2410,823521,31,212
2411,823776,32,142
2412,823982,37,192
2413,824220,33,109
2414,824477,31,118
2415,824641,31,142
2416,824754,32,119
2417,825001,31,102
2418,825147,31,111
2419,825410,33,119
2420,825573,33,122
2421,825838,33,122
2422,826106,31,119
2423,826277,35,117
2424,826544,32,117
2425,826715,32,113
2426,826988,31,113
2427,827256,35,150
2428,827436,31,110
2429,827592,32,97
2430,827732,31,120
2431,827899,33,123
2432,828159,30,98
2433,830275,33,137
2434,830546,32,103
2435,830356,31,104
